,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,name,person
35244,35244,2019-01-21 17:41:37,571365235126,fraud_Stamm-Rodriguez,misc_pos,5.32,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,464eb7f5b84c7a0637c1198647d710af,1327167697,44.385588,-86.619926,0,Barbara Taylor,Barbara Taylor 1995-07-12
35583,35583,2019-01-21 20:21:12,571365235126,"fraud_Schiller, Blanda and Johnson",home,163.45,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,ba289810dbc695fe28f55745abd9e384,1327177272,44.737016,-86.995278,0,Barbara Taylor,Barbara Taylor 1995-07-12
35707,35707,2019-01-21 21:13:29,571365235126,"fraud_Larkin, Stracke and Greenfelder",entertainment,23.45,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,38e5956c99921f87b68e0232fd7830ef,1327180409,44.796494,-86.94544499999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
36050,36050,2019-01-22 00:18:51,571365235126,"fraud_Kohler, Lindgren and Koelpin",grocery_net,11.15,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,0c12673c32e68f62484d0beb1a3cf062,1327191531,45.409077,-87.157962,0,Barbara Taylor,Barbara Taylor 1995-07-12
36258,36258,2019-01-22 03:06:21,571365235126,fraud_Schmitt Inc,gas_transport,61.23,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,60b55e91b3ea0e1a719f481f75b5dc51,1327201581,45.556772,-87.11800500000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
36428,36428,2019-01-22 05:16:56,571365235126,fraud_Spinka-Welch,grocery_net,71.94,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d88f2ffe5402a73f9350075d148eb69a,1327209416,44.347254,-86.312913,0,Barbara Taylor,Barbara Taylor 1995-07-12
37006,37006,2019-01-22 12:40:19,571365235126,"fraud_Medhurst, Cartwright and Ebert",personal_care,39.69,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,57f77d7bbb7d26c8ec09c47a9cf85603,1327236019,45.452685,-87.05905899999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
37152,37152,2019-01-22 13:52:11,571365235126,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,125.34,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,fe08e69b88c7402386895ae170aead7d,1327240331,44.477435,-85.262839,0,Barbara Taylor,Barbara Taylor 1995-07-12
37470,37470,2019-01-22 16:38:00,571365235126,"fraud_Gottlieb, Considine and Schultz",shopping_net,3.79,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6f23dfc3e1061ef348cfde3ddf7fb96b,1327250280,45.159951,-86.316211,0,Barbara Taylor,Barbara Taylor 1995-07-12
37844,37844,2019-01-22 19:54:12,571365235126,fraud_Heathcote LLC,shopping_net,2.69,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,ee0ac193a8fc860834fa4694bb205212,1327262052,44.738067,-86.767519,0,Barbara Taylor,Barbara Taylor 1995-07-12
38519,38519,2019-01-23 04:50:16,571365235126,fraud_Cartwright-Harris,grocery_pos,94.48,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,0c8b99d21c160de80d24fc34cc902de4,1327294216,44.088469,-85.961281,0,Barbara Taylor,Barbara Taylor 1995-07-12
39875,39875,2019-01-24 09:07:41,571365235126,fraud_Trantow PLC,grocery_net,64.08,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,1229fae67c052332956a8de1ace98a67,1327396061,43.611459,-86.64950400000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
40477,40477,2019-01-24 19:11:05,571365235126,fraud_Dooley Inc,shopping_pos,5.23,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,98436cf6bc059e7391d7434273d5eb0f,1327432265,43.929504,-86.5353,0,Barbara Taylor,Barbara Taylor 1995-07-12
41026,41026,2019-01-25 06:40:59,571365235126,fraud_Barton Inc,grocery_pos,91.49,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,9c39967567a8a206a529f05e603f640f,1327473659,44.274301,-85.553689,0,Barbara Taylor,Barbara Taylor 1995-07-12
41261,41261,2019-01-25 12:06:04,571365235126,"fraud_Lang, Towne and Schuppe",kids_pets,22.86,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,454a44746dd4ab912366f65b20f41f13,1327493164,45.207637,-86.867479,0,Barbara Taylor,Barbara Taylor 1995-07-12
41299,41299,2019-01-25 12:44:03,571365235126,"fraud_Schumm, McLaughlin and Carter",food_dining,74.49,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6b888db4bf4380a4e3a26b1371acb0e3,1327495443,43.653762,-85.37159399999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
44536,44536,2019-01-27 15:15:25,571365235126,fraud_Klein Group,entertainment,106.72,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,dc9487012c59c3a991eead44b392f2e5,1327677325,43.647745,-86.304457,0,Barbara Taylor,Barbara Taylor 1995-07-12
44831,44831,2019-01-27 18:11:44,571365235126,"fraud_McDermott, Osinski and Morar",home,14.0,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,25dee25c3ec63fc17841d06e98cda13d,1327687904,44.577767,-86.86026899999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
45004,45004,2019-01-27 19:47:51,571365235126,"fraud_Hermiston, Pacocha and Smith",health_fitness,76.53,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5069c3c60542050510b868ae85022729,1327693671,43.754462,-87.209415,0,Barbara Taylor,Barbara Taylor 1995-07-12
45387,45387,2019-01-27 23:12:15,571365235126,fraud_Schmeler-Howe,personal_care,37.03,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,c987ef73b144077df1ed184d660023a8,1327705935,43.785585,-86.464505,0,Barbara Taylor,Barbara Taylor 1995-07-12
46205,46205,2019-01-28 09:40:20,571365235126,fraud_Marks Inc,gas_transport,74.23,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,2cf409aeadf184d985bd87b109e54038,1327743620,43.780049,-86.218925,0,Barbara Taylor,Barbara Taylor 1995-07-12
46439,46439,2019-01-28 12:31:12,571365235126,fraud_Morissette PLC,shopping_pos,4.87,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6e3e1443241bfa76b1746a56c2fbf4c0,1327753872,45.131284,-86.322921,0,Barbara Taylor,Barbara Taylor 1995-07-12
46705,46705,2019-01-28 14:36:10,571365235126,"fraud_Cole, Hills and Jewess",home,5.96,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,8179cf9831fb6589ea0dbd325addaaac,1327761370,44.849974,-86.79926999999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
47015,47015,2019-01-28 17:09:07,571365235126,fraud_Schoen Ltd,kids_pets,3.59,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,3858f9d81d9a67dfd9d4a69fcc241938,1327770547,44.663462,-86.538377,0,Barbara Taylor,Barbara Taylor 1995-07-12
47138,47138,2019-01-28 18:08:34,571365235126,fraud_Jewess LLC,shopping_pos,7.13,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,94465083fccc76b19e65a1a339a63f7d,1327774114,45.527498,-86.846614,0,Barbara Taylor,Barbara Taylor 1995-07-12
47589,47589,2019-01-28 21:57:23,571365235126,fraud_Brown Inc,kids_pets,29.51,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,e6eb6e470390a3d5933e489582401cd6,1327787843,43.645327,-85.8726,0,Barbara Taylor,Barbara Taylor 1995-07-12
47693,47693,2019-01-28 22:37:36,571365235126,fraud_Leannon-Ward,food_dining,9.88,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b5eef1506bf68d0b60b83b9b9ae4b9c7,1327790256,44.35371,-85.475912,0,Barbara Taylor,Barbara Taylor 1995-07-12
49235,49235,2019-01-29 16:16:25,571365235126,"fraud_Romaguera, Wehner and Tromp",kids_pets,25.44,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,36a4c22bc087f1ecf9c8c6a574990908,1327853785,44.626787,-85.94765,0,Barbara Taylor,Barbara Taylor 1995-07-12
49697,49697,2019-01-29 20:20:16,571365235126,fraud_Reichel Inc,entertainment,65.08,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5ff281f265566ca010dd87427b4d081f,1327868416,44.025122,-86.43216600000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
50511,50511,2019-01-30 09:08:25,571365235126,fraud_Koss and Sons,gas_transport,54.37,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,32976ecd9339bda3c97dd1b97e26deb6,1327914505,43.896032,-86.98866,0,Barbara Taylor,Barbara Taylor 1995-07-12
50831,50831,2019-01-30 15:33:20,571365235126,"fraud_Kihn, Abernathy and Douglas",shopping_net,9.16,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b1e94c2fd8d3892cf62dd52caa9a5789,1327937600,45.483227,-86.457633,0,Barbara Taylor,Barbara Taylor 1995-07-12
51303,51303,2019-01-31 00:05:43,571365235126,fraud_Kuvalis Ltd,gas_transport,53.74,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6ba941d082f81677e0d80b27e4084cff,1327968343,45.084079,-85.79592199999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
51308,51308,2019-01-31 00:14:04,571365235126,fraud_Roob LLC,grocery_net,84.96,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,a3dc0905d97145ecfe9f3123a5a0f8bd,1327968844,45.429315,-87.16193100000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
51583,51583,2019-01-31 07:00:29,571365235126,"fraud_Schultz, Simonis and Little",grocery_pos,99.86,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,56a52ecf9cf58452bb5ba48add4d303f,1327993229,43.936002,-87.20785500000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
51611,51611,2019-01-31 07:36:43,571365235126,"fraud_Connelly, Reichert and Fritsch",gas_transport,42.09,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,2c698cd6b7d9f9512a0e02de1926c7fa,1327995403,44.084604,-86.448989,0,Barbara Taylor,Barbara Taylor 1995-07-12
52010,52010,2019-01-31 15:56:33,571365235126,"fraud_Pouros, Walker and Spencer",kids_pets,47.44,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,0cc4b0759b45da5fc298c64d3a10e4f6,1328025393,44.643417,-86.86033499999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
53216,53216,2019-02-01 13:22:45,571365235126,fraud_Sporer-Keebler,personal_care,32.62,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f8c62e59797814f61459dabf6b440c46,1328102565,45.44346,-85.257429,0,Barbara Taylor,Barbara Taylor 1995-07-12
53398,53398,2019-02-01 16:00:10,571365235126,fraud_Gulgowski LLC,home,110.42,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,152170da2da5e2aa7ad80157f5d55030,1328112010,43.905139,-85.950451,0,Barbara Taylor,Barbara Taylor 1995-07-12
53504,53504,2019-02-01 17:30:07,571365235126,fraud_Waelchi Inc,kids_pets,74.48,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,88f87e00cb6f3e8d9e84a092e7798938,1328117407,45.408587,-86.007319,0,Barbara Taylor,Barbara Taylor 1995-07-12
54500,54500,2019-02-02 10:16:32,571365235126,fraud_Rutherford-Mertz,grocery_pos,135.34,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,4e1b5981cfebf984981bcf4fdd05b7f4,1328177792,43.977766,-86.63318100000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
54933,54933,2019-02-02 17:07:03,571365235126,"fraud_Konopelski, Schneider and Hartmann",food_dining,7.22,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,62ad865b22dc5083a61cd8c195ad729c,1328202423,43.926551,-86.440285,0,Barbara Taylor,Barbara Taylor 1995-07-12
57066,57066,2019-02-03 19:43:39,571365235126,fraud_Gleason and Sons,kids_pets,17.11,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,d0f7279459d3a7ccae231da08f260f0a,1328298219,44.722233,-86.186293,0,Barbara Taylor,Barbara Taylor 1995-07-12
57270,57270,2019-02-03 21:59:04,571365235126,fraud_Heller PLC,health_fitness,2.25,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,9d0f2d0c4528039d886ac10788f2fe05,1328306344,44.166746,-86.40469499999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
57904,57904,2019-02-04 05:14:14,571365235126,fraud_Huels-Hahn,gas_transport,48.6,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,ff1b537545b150fab3950916d9f21eb0,1328332454,45.161095,-85.701695,0,Barbara Taylor,Barbara Taylor 1995-07-12
58480,58480,2019-02-04 12:30:59,571365235126,"fraud_Lehner, Reichert and Mills",misc_pos,48.36,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,b4f86cce9d5a86c59884676694161fd6,1328358659,43.747909,-85.52828199999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
58988,58988,2019-02-04 16:46:32,571365235126,"fraud_Roob, Conn and Tremblay",shopping_pos,1.62,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5788c4c4fd2794273f2922d11ac9b3bd,1328373992,45.52151,-86.250439,0,Barbara Taylor,Barbara Taylor 1995-07-12
59861,59861,2019-02-04 23:41:27,571365235126,fraud_Howe Ltd,misc_pos,8.19,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5fa88abfc74c654b328b653fd041846a,1328398887,44.41943,-86.11889000000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
59919,59919,2019-02-05 00:15:48,571365235126,fraud_Kunze Inc,grocery_pos,68.22,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,27ab9ea3719e121c7a308ee0146d6f46,1328400948,44.772378,-86.456867,0,Barbara Taylor,Barbara Taylor 1995-07-12
60088,60088,2019-02-05 02:24:48,571365235126,fraud_Sporer Inc,gas_transport,80.42,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6ebe8f1c7bedc1008a0c07480dc71875,1328408688,45.188461,-86.207752,0,Barbara Taylor,Barbara Taylor 1995-07-12
60200,60200,2019-02-05 03:50:20,571365235126,fraud_Bednar Group,misc_net,38.59,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,e6cd14170007b1c8a9ac9347a9a99705,1328413820,44.378846,-85.77460400000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
60977,60977,2019-02-05 13:27:15,571365235126,fraud_Stiedemann Inc,misc_pos,117.27,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,01e43811548c56dc76fe743aa363cd50,1328448435,44.77196,-85.94577,0,Barbara Taylor,Barbara Taylor 1995-07-12
61754,61754,2019-02-05 19:46:53,571365235126,fraud_Schoen Ltd,kids_pets,4.27,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,7d92acbb2efc682e664f3ca210a8b545,1328471213,44.523761,-86.061371,0,Barbara Taylor,Barbara Taylor 1995-07-12
61841,61841,2019-02-05 20:31:22,571365235126,fraud_Langworth LLC,personal_care,10.02,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,e9d4d3d0f88e3207f06b69396ea9f854,1328473882,44.803866,-86.520965,0,Barbara Taylor,Barbara Taylor 1995-07-12
61893,61893,2019-02-05 20:56:15,571365235126,fraud_Jacobi and Sons,shopping_pos,6.02,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,88d0afc947c33958ddba2c070e991906,1328475375,44.890612,-85.757237,0,Barbara Taylor,Barbara Taylor 1995-07-12
62125,62125,2019-02-05 22:59:26,571365235126,"fraud_Windler, Goodwin and Kovacek",home,64.94,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,3f5b67b5a07315cf5df98becffd40e55,1328482766,45.441517,-85.945423,0,Barbara Taylor,Barbara Taylor 1995-07-12
62375,62375,2019-02-06 03:22:49,571365235126,fraud_Cartwright-Harris,grocery_pos,103.89,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,6773ecb5dc2b48becb963af7820cc757,1328498569,45.018152,-85.417399,0,Barbara Taylor,Barbara Taylor 1995-07-12
63338,63338,2019-02-06 23:24:21,571365235126,fraud_Lynch-Wisozk,home,10.41,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,f3477eea25079226b855dcc309a17d3d,1328570661,43.894526,-86.576391,0,Barbara Taylor,Barbara Taylor 1995-07-12
63797,63797,2019-02-07 10:35:26,571365235126,fraud_Ledner-Pfannerstill,gas_transport,73.73,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,43cdb1b6833a74bf3a71044194d6ef01,1328610926,45.505387,-86.592157,0,Barbara Taylor,Barbara Taylor 1995-07-12
64378,64378,2019-02-07 19:46:10,571365235126,"fraud_Bahringer, Schoen and Corkery",shopping_pos,9.36,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,fcc9c5c24921b337357c517a8bcf68fb,1328643970,45.320386,-85.80158,0,Barbara Taylor,Barbara Taylor 1995-07-12
64450,64450,2019-02-07 21:00:09,571365235126,fraud_Emmerich-Rau,personal_care,28.04,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,ef01f60b902bddbf4ac1f15157babe88,1328648409,44.660372,-85.83546700000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
64464,64464,2019-02-07 21:08:16,571365235126,fraud_Friesen Ltd,health_fitness,47.01,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,036c0832df60cd321e2e19abc44b37a7,1328648896,45.504862,-86.430522,0,Barbara Taylor,Barbara Taylor 1995-07-12
65849,65849,2019-02-08 20:39:00,571365235126,fraud_Hermann and Sons,shopping_pos,8.8,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,43785e21fe314e25022c9bbea75b6840,1328733540,45.478038,-86.308038,0,Barbara Taylor,Barbara Taylor 1995-07-12
65882,65882,2019-02-08 21:09:01,571365235126,fraud_Erdman-Ebert,personal_care,47.8,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,cc4a2a5b30ca0b06b12a3ba0be391090,1328735341,45.526942,-86.97149300000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
66445,66445,2019-02-09 07:53:27,571365235126,fraud_Schmitt Inc,gas_transport,67.57,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,368100e948df391490cdec40a5fa5cea,1328774007,45.068214000000005,-85.44982900000001,0,Barbara Taylor,Barbara Taylor 1995-07-12
66714,66714,2019-02-09 13:03:43,571365235126,fraud_Medhurst PLC,shopping_net,6.15,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,667081ff21776ad399623b07b2b0f9a3,1328792623,45.34041,-86.619814,0,Barbara Taylor,Barbara Taylor 1995-07-12
67069,67069,2019-02-09 17:49:37,571365235126,fraud_Jakubowski Inc,home,13.72,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,5d872ca5c00939107a6b5c4001d79351,1328809777,44.88781,-87.14664499999999,0,Barbara Taylor,Barbara Taylor 1995-07-12
